Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     427/427         wxColourBase::~wxColourBase() [64]
-----------------------------------------------
                0.00    0.00       1/420         wxInitialize(int, wchar_t**) [1708]
                0.00    0.00       1/420         wxUninitialize() [1797]
                0.00    0.00       1/420         wxThreadSpecificInfo::Get() [10096]
                0.00    0.00       2/420         wxTlsKey::Set(void*) [15052]
                0.00    0.00      59/420         wxLog::FlushThreadMessages() [11849]
                0.00    0.00      92/420         wxMutexGuiLeaveOrEnter() [2041]
                0.00    0.00     132/420         wxLog::GetComponentLevel(wxString) [11844]
                0.00    0.00     132/420         wxLog::IsAllowedTraceMask(wxString const&) [11847]
[67]     0.0    0.00    0.00     420         wxCriticalSectionLocker::wxCriticalSectionLocker(wxCriticalSection&) [67]
-----------------------------------------------
                0.00    0.00       1/420         wxInitialize(int, wchar_t**) [1708]
                0.00    0.00       1/420         wxUninitialize() [1797]
                0.00    0.00       1/420         wxThreadSpecificInfo::Get() [10096]
                0.00    0.00       2/420         wxTlsKey::Set(void*) [15052]
                0.00    0.00      59/420         wxLog::FlushThreadMessages() [11849]
                0.00    0.00      92/420         wxMutexGuiLeaveOrEnter() [2041]
                0.00    0.00     132/420         wxLog::GetComponentLevel(wxString) [11844]
                0.00    0.00     132/420         wxLog::IsAllowedTraceMask(wxString const&) [11847]
[68]     0.0    0.00    0.00     420         wxCriticalSectionLocker::~wxCriticalSectionLocker() [68]
-----------------------------------------------
                0.00    0.00       1/398         wxControlContainer::SetLastFocus(wxWindow*) [8910]
                0.00    0.00       1/398         wxControlContainer::HandleOnFocus(wxFocusEvent&) [8911]
                0.00    0.00       1/398         wxImage::LoadFile(wxString const&, wxBitmapType, int) [12200]
                0.00    0.00       1/398         wxGenericDirCtrl::Create(wxWindow*, int, wxString const&, wxPoint const&, wxSize const&, long, wxString const&, int, wxString const&) [7911]
                0.00    0.00       1/398         wxGenericDirCtrl::CreateTreeCtrl(wxWindow*, int, wxPoint const&, wxSize const&, long) [7901]
                0.00    0.00       1/398         wxMSWImpl::GetLayout(HDC__*) [15609]
                0.00    0.00       1/398         wxMSWImpl::SetLayout(HDC__*, unsigned long) [15610]
                0.00    0.00       1/398         (anonymous namespace)::IncIdRefCount(int) [4446]
                0.00    0.00       1/398         (anonymous namespace)::DecIdRefCount(int) [4443]
                0.00    0.00       1/398         wxLocale::Init(int, int) [14650]
                0.00    0.00       1/398         wxTranslations::AddCatalog(wxString const&, wxLanguage) [6851]
                0.00    0.00       1/398         wxTranslations::LoadCatalog(wxString const&, wxString const&, wxString const&) [6852]
                0.00    0.00       1/398         wxParseCommonDialogsFilter(wxString const&, wxArrayString&, wxArrayString&) [2091]
                0.00    0.00       1/398         wxDynamicLibrary::GetDllExt(wxDynamicLibraryCategory) [7790]
                0.00    0.00       1/398         wxRegKey::Open(wxRegKey::AccessMode) [14780]
                0.00    0.00       1/398         wxBitmapButtonBase::Create(wxWindow*, int, wxPoint const&, wxSize const&, long, wxValidator const&, wxString const&) [8855]
                0.00    0.00       2/398         wxTopLevelWindowMSW::OnActivate(wxActivateEvent&) [9583]
                0.00    0.00       2/398         wxControlContainerBase::DoSetFocus() [10549]
                0.00    0.00       2/398         wxNativeFontInfo::Init() [8020]
                0.00    0.00       2/398         wxWindowsArtProvider::CreateBitmap(wxString const&, wxString const&, wxSize const&) [10150]
                0.00    0.00       3/398         EntangleApp::OnInit() [223]
                0.00    0.00       4/398         wxDisplayFactoryMSW::wxDisplayFactoryMSW() [9305]
                0.00    0.00       6/398         EntangleDialog::EntangleDialog(wxWindow*, int) [230]
                0.00    0.00       8/398         wxString::FromCDouble(double, int) [14839]
                0.00    0.00       8/398         wxTranslations::GetTranslatedString(wxString const&, unsigned int, wxString const&) const [17795]
                0.00    0.00      16/398         wxFileIconsTable::Create() [7835]
                0.00    0.00      21/398         (anonymous namespace)::LogTraceLargeArray(wxString const&, wxArrayString const&) [4528]
                0.00    0.00      31/398         wxModule::RegisterModules() [14747]
                0.00    0.00      31/398         wxModule::DoInitializeModule(wxModule*, wxModuleList&) [14751]
                0.00    0.00      31/398         wxModule::DoCleanUpModules(wxModuleList const&) [14748]
                0.00    0.00      42/398         operator==(wxString const&, char const*) [24862]
                0.00    0.00      55/398         operator!=(char const*, wxString const&) [24903]
                0.00    0.00     118/398         wxPrintPaperDatabase::CreateDatabase() [10021]
[69]     0.0    0.00    0.00     398         wxString::wxString(char const*) [69]
                0.00    0.00     398/849         wxGet_wxConvLibc() [44]
                0.00    0.00     398/704         wxString::ImplStr(char const*, wxMBConv const&) [49]
                0.00    0.00     398/1512        wxScopedCharTypeBuffer<wchar_t>::operator wchar_t const*() const [38]
                0.00    0.00     398/2678        wxScopedCharTypeBuffer<wchar_t>::~wxScopedCharTypeBuffer() [21]
                0.00    0.00     398/5527        wxString::ConvertedBuffer<char>::ConvertedBuffer() [12]
-----------------------------------------------
                0.00    0.00       1/350         wxGenericDirCtrl::Create(wxWindow*, int, wxString const&, wxPoint const&, wxSize const&, long, wxString const&, int, wxString const&) [7911]
                0.00    0.00       1/350         operator+(char const*, wxString const&) [24913]
                0.00    0.00      50/350         wxSystemOptions::GetOption(wxString const&) [7465]
                0.00    0.00     298/350         wxXPMDecoder::ReadData(char const* const*) [5633]
[70]     0.0    0.00    0.00     350         wxString::operator=(char const*) [70]
                0.00    0.00     300/849         wxGet_wxConvLibc() [44]
                0.00    0.00     300/704         wxString::ImplStr(char const*, wxMBConv const&) [49]
                0.00    0.00     300/1512        wxScopedCharTypeBuffer<wchar_t>::operator wchar_t const*() const [38]
                0.00    0.00     300/2678        wxScopedCharTypeBuffer<wchar_t>::~wxScopedCharTypeBuffer() [21]
                0.00    0.00      50/89          wxString::clear() [104]
-----------------------------------------------
                0.00    0.00       1/323         wxGenericDirCtrl::Create(wxWindow*, int, wxString const&, wxPoint const&, wxSize const&, long, wxString const&, int, wxString const&) [7911]
                0.00    0.00       2/323         wxSizer::SetDimension(int, int, int, int) [12238]
                0.00    0.00       3/323         wxWindowBase::ConvertDialogToPixels(wxSize const&) const [197]
                0.00    0.00       3/323         wxRect::GetBottomRight() const [19609]
                0.00    0.00       4/323         wxRect::GetPosition() const [19608]
                0.00    0.00       8/323         wxWindow::DoMoveWindow(int, int, int, int) [15263]
                0.00    0.00      10/323         wxWindow::HandleMove(int, int) [15249]
                0.00    0.00      16/323         wxGridSizer::SetItemBounds(wxSizerItem*, int, int, int, int) [3939]
                0.00    0.00      32/323         wxWindow::HandleMouseMove(int, int, unsigned int) [15313]
                0.00    0.00      38/323         wxWindow::InitMouseEvent(wxMouseEvent&, int, int, unsigned int) [15298]
                0.00    0.00      70/323         wxWindowBase::ClientToScreen(wxPoint const&) const [17211]
                0.00    0.00     136/323         wxWindowBase::GetClientAreaOrigin() const [17245]
[71]     0.0    0.00    0.00     323         wxPoint::wxPoint(int, int) [71]
-----------------------------------------------
                0.00    0.00      76/315         wxIcon::~wxIcon() [11987]
                0.00    0.00     106/315         wxCursor::~wxCursor() [14563]
                0.00    0.00     133/315         wxBitmap::~wxBitmap() [14488]
[72]     0.0    0.00    0.00     315         wxGDIImage::~wxGDIImage() [72]
                0.00    0.00     315/770         wxGDIObject::~wxGDIObject() [45]
-----------------------------------------------
                0.00    0.00       2/284         wxSetlocale(int, wxString const&) [1636]
                0.00    0.00      50/284         wxGetenv(wxString const&) [2400]
                0.00    0.00      60/284         wxDynamicLibrary::RawGetSymbol(HINSTANCE__*, wxString const&) [7778]
                0.00    0.00     172/284         wxFormatString::~wxFormatString() [83]
[73]     0.0    0.00    0.00     284         wxScopedCharTypeBuffer<char>::~wxScopedCharTypeBuffer() [73]
                0.00    0.00     284/2094        wxScopedCharTypeBuffer<char>::DecRef() [27]
-----------------------------------------------
                0.00    0.00       1/224         wxIcon::wxIcon(wxString const&, wxBitmapType, int, int) [11985]
                0.00    0.00       1/224         wxBitmap::wxBitmap(char const* const*) [14478]
                0.00    0.00       1/224         wxIcon::wxIcon(char const* const*) [11981]
                0.00    0.00       5/224         wxBitmap::wxBitmap(wxIcon const&, wxBitmapTransparency) [14479]
                0.00    0.00       6/224         wxBitmap::wxBitmap(wxImage const&, int) [177]
                0.00    0.00      21/224         wxIcon::wxIcon() [135]
                0.00    0.00      83/224         wxBitmap::wxBitmap() [105]
                0.00    0.00     106/224         wxCursor::wxCursor() [14561]
[74]     0.0    0.00    0.00     224         wxGDIImage::wxGDIImage() [74]
                0.00    0.00     224/558         wxGDIObject::wxGDIObject() [56]
-----------------------------------------------
                0.00    0.00      97/224         wxColour::wxColour(unsigned char, unsigned char, unsigned char, unsigned char) [14551]
                0.00    0.00     127/224         wxColour::wxColour() [95]
[75]     0.0    0.00    0.00     224         wxColourBase::wxColourBase() [75]
                0.00    0.00     224/2183        wxObject::wxObject() [25]
-----------------------------------------------
                0.00    0.00       9/224         wxFormatString::wxFormatString(wxString const&) [166]
                0.00    0.00     101/224         wxScopedCharTypeBuffer<char>::CreateNonOwned(char const*, unsigned int) [101]
                0.00    0.00     114/224         wxFormatString::wxFormatString(wchar_t const*) [6445]
[76]     0.0    0.00    0.00     224         wxScopedCharTypeBuffer<char>::wxScopedCharTypeBuffer() [76]
                0.00    0.00     224/6159        wxScopedCharTypeBuffer<char>::GetNullData() [10]
-----------------------------------------------
                0.00    0.00       3/217         wxParseCommonDialogsFilter(wxString const&, wxArrayString&, wxArrayString&) [2091]
                0.00    0.00       4/217         wxFSVolumeBase::GetVolumes(int, int) [6412]
                0.00    0.00       6/217         wxFileName::GetPath(int, wxPathFormat) const [16139]
                0.00    0.00      10/217         wxGetAvailableDrives(wxArrayString&, wxArrayString&, wxArrayInt&) [1995]
                0.00    0.00      32/217         wxArrayString::size() const [129]
                0.00    0.00     162/217         wxArrayString::end() const [17312]
[77]     0.0    0.00    0.00     217         wxArrayString::GetCount() const [77]
-----------------------------------------------
                0.00    0.00     101/213         wxScopedCharTypeBuffer<char>::CreateNonOwned(char const*, unsigned int) [101]
                0.00    0.00     112/213         wxCharTypeBuffer<char>::wxCharTypeBuffer(unsigned int) [7710]
[78]     0.0    0.00    0.00     213         wxScopedCharTypeBuffer<char>::Data::Data(char*, unsigned int, wxPrivate::UntypedBufferData::Kind) [78]
                0.00    0.00     213/1563        wxPrivate::UntypedBufferData::UntypedBufferData(void*, unsigned int, wxPrivate::UntypedBufferData::Kind) [36]
-----------------------------------------------
                0.00    0.00     213/213         wxScopedCharTypeBuffer<char>::DecRef() [27]
[79]     0.0    0.00    0.00     213         wxScopedCharTypeBuffer<char>::Data::~Data() [79]
                0.00    0.00     213/1563        wxPrivate::UntypedBufferData::~UntypedBufferData() [37]
-----------------------------------------------
                0.00    0.00      82/199         wxString::assign(wxString const&, unsigned int, unsigned int) [14948]
                0.00    0.00     117/199         wxString::erase(unsigned int, unsigned int) [97]
[80]     0.0    0.00    0.00     199         wxString::PosLenToImpl(unsigned int, unsigned int, unsigned int*, unsigned int*) [80]
-----------------------------------------------
                0.00    0.00      47/186         wxTreeItemId::wxTreeItemId(void*) [5432]
                0.00    0.00     139/186         wxTreeItemId::wxTreeItemId() [88]
[81]     0.0    0.00    0.00     186         wxItemId<void*>::wxItemId(void*) [81]
-----------------------------------------------
                0.00    0.00      46/178         wxString::find_last_of(wchar_t, unsigned int) const [117]
                0.00    0.00     132/178         wxString::Find(wxUniChar, bool) const [21067]
[82]     0.0    0.00    0.00     178         wxString::find_last_of(wxUniChar, unsigned int) const [82]
                0.00    0.00     178/2529        wxUniChar::operator wchar_t() const [23]
-----------------------------------------------
                0.00    0.00       1/172         wxControlContainer::SetLastFocus(wxWindow*) [8910]
                0.00    0.00       1/172         wxControlContainer::HandleOnFocus(wxFocusEvent&) [8911]
                0.00    0.00       1/172         (anonymous namespace)::IncIdRefCount(int) [4446]
                0.00    0.00       1/172         (anonymous namespace)::DecIdRefCount(int) [4443]
                0.00    0.00       1/172         wxTranslations::AddCatalog(wxString const&, wxLanguage) [6851]
                0.00    0.00       1/172         wxTranslations::LoadCatalog(wxString const&, wxString const&, wxString const&) [6852]
                0.00    0.00       1/172         wxParseCommonDialogsFilter(wxString const&, wxArrayString&, wxArrayString&) [2091]
                0.00    0.00       2/172         wxTopLevelWindowMSW::OnActivate(wxActivateEvent&) [9583]
                0.00    0.00       2/172         wxControlContainerBase::DoSetFocus() [10549]
                0.00    0.00       3/172         wxFileTranslationsLoader::LoadCatalog(wxString const&, wxString const&) [10924]
                0.00    0.00       4/172         wxImage::SetOption(wxString const&, int) [12209]
                0.00    0.00       8/172         wxArtProviderCache::ConstructHashID(wxString const&, wxString const&, wxSize const&) [8807]
                0.00    0.00       8/172         wxLocale::GetInfo(wxLocaleInfo, wxLocaleCategory) [14652]
                0.00    0.00       8/172         wxTranslations::GetTranslatedString(wxString const&, unsigned int, wxString const&) const [17795]
                0.00    0.00      16/172         wxString::FromDouble(double, int) [14837]
                0.00    0.00      21/172         (anonymous namespace)::LogTraceLargeArray(wxString const&, wxArrayString const&) [4528]
                0.00    0.00      31/172         wxModule::RegisterModules() [14747]
                0.00    0.00      31/172         wxModule::DoInitializeModule(wxModule*, wxModuleList&) [14751]
                0.00    0.00      31/172         wxModule::DoCleanUpModules(wxModuleList const&) [14748]
[83]     0.0    0.00    0.00     172         wxFormatString::~wxFormatString() [83]
                0.00    0.00     344/2678        wxScopedCharTypeBuffer<wchar_t>::~wxScopedCharTypeBuffer() [21]
                0.00    0.00     172/284         wxScopedCharTypeBuffer<char>::~wxScopedCharTypeBuffer() [73]
-----------------------------------------------
                0.00    0.00       1/172         void wxLogger::LogTrace<wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString) [14725]
                0.00    0.00       1/172         void wxLogger::LogTrace<wxString, wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString, wxString) [14726]
                0.00    0.00       1/172         void wxLogger::LogTrace<HWND__*, wxCStrData>(wxString const&, wxFormatString const&, HWND__*, wxCStrData) [14728]
                0.00    0.00       1/172         void wxLogger::LogTrace<HWND__*, HWND__*>(wxString const&, wxFormatString const&, HWND__*, HWND__*) [14730]
                0.00    0.00       1/172         void wxLogger::LogTrace<wchar_t const*, wxCStrData>(wxString const&, wxFormatString const&, wchar_t const*, wxCStrData) [14733]
                0.00    0.00       1/172         int wxString::Printf<wxCStrData>(wxFormatString const&, wxCStrData) [14901]
                0.00    0.00       2/172         void wxLogger::LogTrace<int, int>(wxString const&, wxFormatString const&, int, int) [14738]
                0.00    0.00       3/172         void wxLogger::LogTrace<HWND__*>(wxString const&, wxFormatString const&, HWND__*) [14729]
                0.00    0.00       3/172         wxString wxString::Format<wxString>(wxFormatString const&, wxString) [14890]
                0.00    0.00       8/172         void wxLogger::LogTrace<wxString, wxString, wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString, wxString, wxString) [14727]
                0.00    0.00       8/172         wxString wxString::Format<int, int>(wxFormatString const&, int, int) [14895]
                0.00    0.00      12/172         int wxString::Printf<int>(wxFormatString const&, int) [14914]
                0.00    0.00      16/172         wxString wxString::Format<double>(wxFormatString const&, double) [14892]
                0.00    0.00      21/172         void wxLogger::LogTrace<wxString>(wxString const&, wxFormatString const&, wxString) [14724]
                0.00    0.00      93/172         void wxLogger::LogTrace<wchar_t const*>(wxString const&, wxFormatString const&, wchar_t const*) [14734]
[84]     0.0    0.00    0.00     172         wxFormatStringArgumentFinder<wxFormatString const&>::find(wxFormatString const&) [84]
                0.00    0.00     172/436         wxFormatStringArgument::wxFormatStringArgument(wxFormatString const*) [62]
-----------------------------------------------
                0.00    0.00       1/172         void wxLogger::LogTrace<wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString) [14725]
                0.00    0.00       1/172         void wxLogger::LogTrace<wxString, wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString, wxString) [14726]
                0.00    0.00       1/172         void wxLogger::LogTrace<HWND__*, wxCStrData>(wxString const&, wxFormatString const&, HWND__*, wxCStrData) [14728]
                0.00    0.00       1/172         void wxLogger::LogTrace<HWND__*, HWND__*>(wxString const&, wxFormatString const&, HWND__*, HWND__*) [14730]
                0.00    0.00       1/172         void wxLogger::LogTrace<wchar_t const*, wxCStrData>(wxString const&, wxFormatString const&, wchar_t const*, wxCStrData) [14733]
                0.00    0.00       1/172         int wxString::Printf<wxCStrData>(wxFormatString const&, wxCStrData) [14901]
                0.00    0.00       2/172         void wxLogger::LogTrace<int, int>(wxString const&, wxFormatString const&, int, int) [14738]
                0.00    0.00       3/172         void wxLogger::LogTrace<HWND__*>(wxString const&, wxFormatString const&, HWND__*) [14729]
                0.00    0.00       3/172         wxString wxString::Format<wxString>(wxFormatString const&, wxString) [14890]
                0.00    0.00       8/172         void wxLogger::LogTrace<wxString, wxString, wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString, wxString, wxString) [14727]
                0.00    0.00       8/172         wxString wxString::Format<int, int>(wxFormatString const&, int, int) [14895]
                0.00    0.00      12/172         int wxString::Printf<int>(wxFormatString const&, int) [14914]
                0.00    0.00      16/172         wxString wxString::Format<double>(wxFormatString const&, double) [14892]
                0.00    0.00      21/172         void wxLogger::LogTrace<wxString>(wxString const&, wxFormatString const&, wxString) [14724]
                0.00    0.00      93/172         void wxLogger::LogTrace<wchar_t const*>(wxString const&, wxFormatString const&, wchar_t const*) [14734]
[85]     0.0    0.00    0.00     172         wxFormatString::operator wchar_t const*() const [85]
-----------------------------------------------
                0.00    0.00       1/172         void wxLogger::LogTrace<wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString) [14725]
                0.00    0.00       1/172         void wxLogger::LogTrace<wxString, wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString, wxString) [14726]
                0.00    0.00       1/172         void wxLogger::LogTrace<HWND__*, wxCStrData>(wxString const&, wxFormatString const&, HWND__*, wxCStrData) [14728]
                0.00    0.00       1/172         void wxLogger::LogTrace<HWND__*, HWND__*>(wxString const&, wxFormatString const&, HWND__*, HWND__*) [14730]
                0.00    0.00       1/172         void wxLogger::LogTrace<wchar_t const*, wxCStrData>(wxString const&, wxFormatString const&, wchar_t const*, wxCStrData) [14733]
                0.00    0.00       1/172         int wxString::Printf<wxCStrData>(wxFormatString const&, wxCStrData) [14901]
                0.00    0.00       2/172         void wxLogger::LogTrace<int, int>(wxString const&, wxFormatString const&, int, int) [14738]
                0.00    0.00       3/172         void wxLogger::LogTrace<HWND__*>(wxString const&, wxFormatString const&, HWND__*) [14729]
                0.00    0.00       3/172         wxString wxString::Format<wxString>(wxFormatString const&, wxString) [14890]
                0.00    0.00       8/172         void wxLogger::LogTrace<wxString, wxString, wxString, wxString>(wxString const&, wxFormatString const&, wxString, wxString, wxString, wxString) [14727]
                0.00    0.00       8/172         wxString wxString::Format<int, int>(wxFormatString const&, int, int) [14895]
                0.00    0.00      12/172         int wxString::Printf<int>(wxFormatString const&, int) [14914]
                0.00    0.00      16/172         wxString wxString::Format<double>(wxFormatString const&, double) [14892]
                0.00    0.00      21/172         void wxLogger::LogTrace<wxString>(wxString const&, wxFormatString const&, wxString) [14724]
                0.00    0.00      93/172         void wxLogger::LogTrace<wchar_t const*>(wxString const&, wxFormatString const&, wchar_t const*) [14734]
[86]     0.0    0.00    0.00     172         wxFormatStringArgument::operator wxFormatString const*() const [86]
-----------------------------------------------
                0.00    0.00      49/161         wxFormatString::InputAsWChar() [6442]
                0.00    0.00      52/161         wxMBConv::FromWChar(char*, unsigned int, wchar_t const*, unsigned int) const [20969]
                0.00    0.00      60/161         wxString::ToAscii() const [21104]
[87]     0.0    0.00    0.00     161         wxScopedCharTypeBuffer<char>::data() [87]
                0.00    0.00     161/608         wxScopedCharTypeBuffer<char>::Data::Get() const [52]
-----------------------------------------------
                0.00    0.00       1/139         wxTreeCtrl::DeleteAllItems() [3682]
                0.00    0.00       1/139         wxGenericDirCtrl::wxGenericDirCtrl(wxWindow*, int, wxString const&, wxPoint const&, wxSize const&, long, wxString const&, int, wxString const&) [241]
                0.00    0.00       3/139         wxTreeCtrl::wxTreeCtrl(wxWindow*, int, wxPoint const&, wxSize const&, long, wxValidator const&, wxString const&) [3724]
                0.00    0.00       5/139         wxGenericDirCtrl::CollapseDir(wxTreeItemId) [7889]
                0.00    0.00       5/139         wxTreeCtrl::DoInsertItem(wxTreeItemId const&, unsigned int, wxString const&, int, int, wxTreeItemData*) [3672]
                0.00    0.00       6/139         wxTreeItemData::wxTreeItemData() [6883]
                0.00    0.00       6/139         wxTreeItemParam::wxTreeItemParam() [7525]
                0.00    0.00      56/139         wxTreeEvent::wxTreeEvent(int, wxTreeCtrlBase*, wxTreeItemId const&) [4384]
                0.00    0.00      56/139         wxTreeCtrl::MSWOnNotify(int, long, long*) [3665]
[88]     0.0    0.00    0.00     139         wxTreeItemId::wxTreeItemId() [88]
                0.00    0.00     139/186         wxItemId<void*>::wxItemId(void*) [81]
-----------------------------------------------
                0.00    0.00       1/133         wxControlContainer::SetLastFocus(wxWindow*) [8910]
                0.00    0.00       1/133         wxControlContainer::HandleOnFocus(wxFocusEvent&) [8911]
                0.00    0.00       1/133         (anonymous namespace)::IncIdRefCount(int) [4446]
                0.00    0.00       1/133         (anonymous namespace)::DecIdRefCount(int) [4443]
                0.00    0.00       1/133         wxTranslations::AddCatalog(wxString const&, wxLanguage) [6851]
                0.00    0.00       1/133         wxTranslations::LoadCatalog(wxString const&, wxString const&, wxString const&) [6852]
                0.00    0.00       1/133         wxRegKey::Open(wxRegKey::AccessMode) [14780]
                0.00    0.00       2/133         wxTopLevelWindowMSW::OnActivate(wxActivateEvent&) [9583]
                0.00    0.00       2/133         wxControlContainerBase::DoSetFocus() [10549]
                0.00    0.00       8/133         wxTranslations::GetTranslatedString(wxString const&, unsigned int, wxString const&) const [17795]
                0.00    0.00      21/133         (anonymous namespace)::LogTraceLargeArray(wxString const&, wxArrayString const&) [4528]
                0.00    0.00      31/133         wxModule::RegisterModules() [14747]
                0.00    0.00      31/133         wxModule::DoInitializeModule(wxModule*, wxModuleList&) [14751]
                0.00    0.00      31/133         wxModule::DoCleanUpModules(wxModuleList const&) [14748]
[89]     0.0    0.00    0.00     133         wxLog::IsLevelEnabled(unsigned long, wxString) [89]
                0.00    0.00     133/133         wxLog::IsEnabled() [90]
                0.00    0.00     132/1404        wxString::wxString(wxString const&) [40]
                0.00    0.00     132/5511        wxString::~wxString() [14]
-----------------------------------------------
                0.00    0.00     133/133         wxLog::IsLevelEnabled(unsigned long, wxString) [89]
[90]     0.0    0.00    0.00     133         wxLog::IsEnabled() [90]
                0.00    0.00     133/448         wxThread::IsMain() [60]
-----------------------------------------------
                0.00    0.00     132/132         wxLogger::wxLogger(unsigned long, char const*, int, char const*, char const*) [93]
[91]     0.0    0.00    0.00     132         wxLogRecordInfo::wxLogRecordInfo(char const*, int, char const*, char const*) [91]
-----------------------------------------------
                0.00    0.00     132/132         wxLogger::~wxLogger() [94]
[92]     0.0    0.00    0.00     132         wxLogRecordInfo::~wxLogRecordInfo() [92]
-----------------------------------------------
                0.00    0.00       1/132         wxControlContainer::SetLastFocus(wxWindow*) [8910]
                0.00    0.00       1/132         wxControlContainer::HandleOnFocus(wxFocusEvent&) [8911]
                0.00    0.00       1/132         (anonymous namespace)::IncIdRefCount(int) [4446]
                0.00    0.00       1/132         (anonymous namespace)::DecIdRefCount(int) [4443]
                0.00    0.00       1/132         wxTranslations::AddCatalog(wxString const&, wxLanguage) [6851]
                0.00    0.00       1/132         wxTranslations::LoadCatalog(wxString const&, wxString const&, wxString const&) [6852]
                0.00    0.00       2/132         wxTopLevelWindowMSW::OnActivate(wxActivateEvent&) [9583]
                0.00    0.00       2/132         wxControlContainerBase::DoSetFocus() [10549]
                0.00    0.00       8/132         wxTranslations::GetTranslatedString(wxString const&, unsigned int, wxString const&) const [17795]
                0.00    0.00      21/132         (anonymous namespace)::LogTraceLargeArray(wxString const&, wxArrayString const&) [4528]
                0.00    0.00      31/132         wxModule::RegisterModules() [14747]
                0.00    0.00      31/132         wxModule::DoInitializeModule(wxModule*, wxModuleList&) [14751]
                0.00    0.00      31/132         wxModule::DoCleanUpModules(wxModuleList const&) [14748]
[93]     0.0    0.00    0.00     132         wxLogger::wxLogger(unsigned long, char const*, int, char const*, char const*) [93]
                0.00    0.00     132/132         wxLogRecordInfo::wxLogRecordInfo(char const*, int, char const*, char const*) [91]
                0.00    0.00     132/3084        wxString::wxString() [18]
-----------------------------------------------
                0.00    0.00       1/132         wxControlContainer::SetLastFocus(wxWindow*) [8910]
                0.00    0.00       1/132         wxControlContainer::HandleOnFocus(wxFocusEvent&) [8911]
                0.00    0.00       1/132         (anonymous namespace)::IncIdRefCount(int) [4446]
                0.00    0.00       1/132         (anonymous namespace)::DecIdRefCount(int) [4443]
                0.00    0.00       1/132         wxTranslations::AddCatalog(wxString const&, wxLanguage) [6851]
                0.00    0.00       1/132         wxTranslations::LoadCatalog(wxString const&, wxString const&, wxString const&) [6852]
                0.00    0.00       2/132         wxTopLevelWindowMSW::OnActivate(wxActivateEvent&) [9583]
                0.00    0.00       2/132         wxControlContainerBase::DoSetFocus() [10549]
                0.00    0.00       8/132         wxTranslations::GetTranslatedString(wxString const&, unsigned int, wxString const&) const [17795]
                0.00    0.00      21/132         (anonymous namespace)::LogTraceLargeArray(wxString const&, wxArrayString const&) [4528]
                0.00    0.00      31/132         wxModule::RegisterModules() [14747]
                0.00    0.00      31/132         wxModule::DoInitializeModule(wxModule*, wxModuleList&) [14751]
                0.00    0.00      31/132         wxModule::DoCleanUpModules(wxModuleList const&) [14748]
[94]     0.0    0.00    0.00     132         wxLogger::~wxLogger() [94]
                0.00    0.00     132/5511        wxString::~wxString() [14]
                0.00    0.00     132/132         wxLogRecordInfo::~wxLogRecordInfo() [92]
-----------------------------------------------
                0.00    0.00       2/127         wxTextAttr::wxTextAttr() [220]
                0.00    0.00      11/127         wxControl::MSWControlColor(HDC__*, HWND__*) [15531]
                0.00    0.00      22/127         wxWindowBase::wxWindowBase() [5604]
                0.00    0.00      92/127         wxVisualAttributes::wxVisualAttributes() [9179]
[95]     0.0    0.00    0.00     127         wxColour::wxColour() [95]
                0.00    0.00     127/224         wxColourBase::wxColourBase() [75]
-----------------------------------------------
                0.00    0.00     123/123         wxWindow::FindItemByHWND(HWND__*, bool) const [21193]
[96]     0.0    0.00    0.00     123         wxWindow::ContainsHWND(HWND__*) const [96]
-----------------------------------------------
                0.00    0.00      28/117         wxFileName::SplitVolume(wxString const&, wxString*, wxString*, wxPathFormat) [2991]
                0.00    0.00      89/117         wxString::clear() [104]
[97]     0.0    0.00    0.00     117         wxString::erase(unsigned int, unsigned int) [97]
                0.00    0.00     117/199         wxString::PosLenToImpl(unsigned int, unsigned int, unsigned int*, unsigned int*) [80]
-----------------------------------------------
                0.00    0.00       1/116         wxMSWEntryCommon(HINSTANCE__*, int) [2622]
                0.00    0.00       1/116         wxLogGui::wxLogGui() [14660]
                0.00    0.00       1/116         wxCmdLineParser::ConvertStringToArgs(wxString const&, wxCmdLineSplitType) [7053]
                0.00    0.00       1/116         wxCmdLineArgsArray::wxCmdLineArgsArray() [8877]
                0.00    0.00       1/116         wxFileDataObjectBase::wxFileDataObjectBase() [9850]
                0.00    0.00       2/116         wxGenericDirCtrl::SetupSections() [7900]
                0.00    0.00       2/116         wxGenericDirCtrl::ExtractWildcard(wxString const&, int, wxString&, wxString&) [7906]
                0.00    0.00       3/116         EntangleDialog::EntangleDialog(wxWindow*, int) [230]
                0.00    0.00       3/116         (anonymous namespace)::GetSearchPrefixes() [4514]
                0.00    0.00       3/116         wxSplit(wxString const&, wchar_t, wchar_t) [2335]
